"","X2019_12_18_14_35_Q.Exactive.HF.X.Orbitrap_6070","X2019_12_19_19_48_Q.Exactive.HF.X.Orbitrap_6070","X2019_12_20_14_15_Q.Exactive.HF.X.Orbitrap_6070","X2019_12_27_12_29_Q.Exactive.HF.X.Orbitrap_6070","X2019_12_29_15_06_Q.Exactive.HF.X.Orbitrap_6070","X2019_12_29_18_18_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_02_17_38_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_03_11_17_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_03_16_58_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_03_20_10_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_04_04_23_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_04_10_03_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_04_14_59_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_06_20_17_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_08_16_43_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_09_11_07_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_15_13_56_Q.Exactive.HF.X.Orbitrap_6070","X2020_01_20_15_10_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_05_20_55_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_10_15_41_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_11_10_35_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_12_05_06_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_13_00_26_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_13_03_11_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_17_13_55_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_18_01_25_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_18_18_55_Q.Exactive.HF.X.Orbitrap_6070","X2020_02_28_12_27_Q.Exactive.HF.X.Orbitrap_6070","X2020_03_01_23_00_Q.Exactive.HF.X.Orbitrap_6070","X2020_03_06_16_22_Q.Exactive.HF.X.Orbitrap_6070","X2020_03_07_18_15_Q.Exactive.HF.X.Orbitrap_6070","X2020_03_11_11_25_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_04_11_39_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_12_15_13_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_12_18_10_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_12_21_07_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_14_14_46_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_14_17_28_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_14_20_11_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_15_10_30_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_20_12_33_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_20_15_35_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_22_14_57_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_22_17_43_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_26_14_20_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_27_13_57_Q.Exactive.HF.X.Orbitrap_6070","X2020_05_28_04_06_Q.Exactive.HF.X.Orbitrap_6070","X2020_06_01_10_22_Q.Exactive.HF.X.Orbitrap_6070","X2020_06_01_15_41_Q.Exactive.HF.X.Orbitrap_6070","X2020_06_02_09_41_Q.Exactive.HF.X.Orbitrap_6070"
"ACADM",27.2748875529852,26.2524503309652,26.6056902019566,25.2023964848778,31.0096526458652,31.1875413113238,28.2440431569007,28.9959610574652,29.4221788097288,29.7024306437112,30.6782508312161,27.7869977185492,28.546094384478,30.5003797440678,29.1094614528961,29.4782315622422,25.4510161194673,31.1978866264816,30.6700831017534,27.9676322580679,27.8562623277107,27.8432601511965,28.4741361770884,28.5022591804645,28.0792314200093,28.0804010147559,27.9477082719794,27.287095862017,25.9265781417586,28.3315086675963,30.4046654583982,27.7836922880676,26.7322096666533,26.6759987993121,26.5077429915612,26.8173869413141,26.7823179952207,25.9911617958484,26.4552246111202,26.1606373052905,25.9239518070972,26.4753273556347,26.2165268137127,25.7416260117616,27.6467069075996,28.6312451219253,29.0512878646904,28.4651319175387,29.2453812642164,28.1697344320793
"ACADVL",30.3731640911264,30.4175990766933,31.1239230361118,30.4395613683091,31.4674271279407,31.7289058576126,29.6436312189276,30.3492101484628,31.1544238347387,31.1731942771269,31.519767864647,29.1705464510951,29.5068809000116,31.8799358009089,30.2723088499544,30.5816330045344,29.0854752147,32.050315020777,32.0101196994147,31.691165521732,31.7570044178461,31.9499426401452,31.6577867286564,31.6622934271119,30.7772938231125,30.3479438859114,30.8971364334982,30.387820297857,30.1696149789606,29.5344344247463,30.868868818286,30.6236609447517,29.3838921882762,29.6248638517065,29.188107518176,29.2583800279275,29.2118753757779,29.4824307656943,29.5559619515439,30.8152810172934,30.2483026402965,30.3684882775451,30.406491269704,30.6112245965222,31.2864239983444,32.3097550293503,32.5447134185059,30.8693101894013,31.8362408194802,31.1703912474974
"ACAT1",31.0317709595501,30.2231997522251,30.9239404763343,30.1643492259725,30.2603556769749,30.205014523174,28.7135183555862,30.9438439141803,30.0841069385694,30.2308910827745,30.0344628617886,26.6940502726431,28.9346647846282,30.9411172962964,30.8920773834858,29.8136613334399,30.0551726934651,32.2157853955471,31.1083027266855,32.118301858453,31.9984313859488,32.0072482648877,32.3357255573246,32.5726268260835,31.4964801803212,31.4456908294949,31.1693760430473,30.7012411463241,30.4964801803212,28.6096756960538,29.558573429429,31.3100260037958,30.0698403694964,29.8397209711337,29.7014229385754,29.6578889230326,30.4082135279539,30.3575187486627,30.5806450725102,31.2379151230127,30.8025496935488,30.9411872739862,30.5879040435229,31.2085653086213,31.8470371845793,32.7098305425894,32.8900487856953,29.5791888851417,30.4497299250811,31.9365614503234
"ACAT2",28.8037817133,28.6658378633106,29.6363713845466,28.7649963300927,31.571135388006,31.7253750607799,30.9654733065155,30.7542987172687,31.7601414464063,32.0279213576358,32.0512230288348,28.7697009633743,30.2047813791785,32.1434264526087,30.6173685890691,30.9199692330536,28.8613004001865,33.0543156933092,32.4827240604051,30.4837573288813,30.3066080006711,30.9106364408047,30.8821244663717,30.158823492999,29.2501791626361,29.4604719261266,29.5285782291588,29.4495921910564,29.2175024528046,30.6131583865454,31.1706897011365,29.4455329767631,27.8150672009779,27.950380755067,28.1080908158731,27.1578844186597,28.5868130505621,28.6564916395908,28.4257841471325,29.2484157529266,28.9771371326152,28.9115081555718,28.5128068190352,28.8812493985886,29.8375271233813,31.3598763936535,31.4075552601948,31.1482538088073,32.2434303885219,30.4263241714846
"ACBD3",28.0603362460097,28.076175832632,28.734666418829,27.9398851330592,28.4615066129708,28.8014091378125,NA,26.6368553595966,26.8138447851779,27.1066939189819,27.3386663447575,23.4111871777936,25.4558830395463,28.2295853000945,26.5354767500782,27.1502528826863,26.3254137526421,29.4270838634754,28.2703940731633,28.9915348639886,28.7088238845161,29.2765079976374,29.435116074837,28.9581750024602,28.7615449427795,28.2280259766954,28.1708806790685,28.0069942351502,27.8063655352228,26.67734371881,27.5195335582069,27.8412216838587,26.8452957423294,27.2550287139351,27.3831918208653,27.3684466467312,27.4323706223813,27.522380145742,27.6743158849052,27.888496431957,24.9988200605924,27.0056029635367,27.0948660187269,27.5639094994751,27.6929868283559,29.9572618430049,29.7227314578792,25.1603872598201,26.3311669384443,28.1169395985596
"ACBD6",25.7592351885283,25.7828678694655,27.1260299610617,25.3303635561741,NA,NA,NA,NA,25.2511865035243,NA,25.1297876731814,NA,NA,NA,NA,NA,NA,25.9999169299881,26.038524026447,27.3159638077122,27.7309797199395,27.8748452731056,27.8355708856079,27.9305538175831,26.1069334830996,25.3303635561741,26.9882604691491,26.186351553128,25.7327272254179,NA,24.6749758213148,27.8935391027087,25.4379674008516,26.8768953465888,24.8155314475379,25.1416846426048,26.9112509830394,25.1236838104006,25.8520762567652,26.2176734684648,25.2324244405929,26.5722039566267,25.7953583827948,25.65003979776,26.0493674889455,29.1958000279975,28.5394166806688,NA,NA,27.2768407404159
"ACIN1",30.3969309009964,29.9395769277492,30.4229206428876,30.2176642248933,30.8330388891484,31.2012212569207,29.2546909016216,30.6617839409238,30.8261589993269,30.8703395305199,31.0780736047094,28.3371355434622,28.9017032272476,31.2140199581022,29.8070722040178,30.491614746906,29.4011289910354,31.6127630494026,31.574161848334,33.0480749870722,31.1122858396344,31.4985739395712,31.4248236044448,31.5333393577319,29.7086101360838,30.3924339731702,30.0278884107424,29.7581806100629,29.3068035334345,29.1101089373899,30.3525814251034,30.35205518215,29.3633377633035,28.7718429564049,28.7260819117759,28.5117517490912,29.1266208259331,28.950909097657,29.0718615423543,30.2100180275447,28.7649963300927,29.3060864503705,29.7874959942666,30.0460917667238,30.3288153567649,31.7449489562489,31.9234446683276,30.4016172953355,30.9672612033632,30.597881350629
"ACLY",32.727466173622,32.4191071729743,33.2433168843291,32.2754205027663,34.8114868007872,34.9881639512153,33.3924083823543,34.108910239547,34.6416216093486,34.6536289495662,35.0912034310236,32.520774948946,33.2237463856439,35.3537976272354,33.8599018769093,34.3582264467975,31.8575309115651,35.385096437006,35.2097276007614,34.1103112167145,33.7896467254472,33.9448039944027,33.8986146601873,33.9172326483428,33.1524305359917,32.8675807140581,32.999591047917,32.359326621005,32.2427776174304,33.2174764520269,34.4532303468188,32.875530175239,31.7240742001066,31.6978490015827,31.4563061563365,31.5283639811225,31.865959749617,31.8467757286677,32.0133182855731,32.7615092775782,32.001689513801,32.5029657086884,32.446972743084,32.5419244430969,33.4093268357681,34.5301445331924,34.5850294684945,34.4938706275244,35.2448059167695,33.6091781109887
"ACO1",26.7248142084579,27.0552761458362,27.9363508327838,27.4157872777573,30.5691896826675,30.8864918613545,29.0188988038332,29.6606114394273,31.0362983519101,31.1530348567985,31.3039439439512,28.2651711975925,29.1168900375901,31.7306882631237,29.6854705612646,30.4842376668384,26.2794644999226,31.8638940664053,31.6233993104683,29.7260169284399,29.6602544019222,29.414174877432,28.9032845466412,29.6304468351611,28.5050264143353,28.2019573466993,28.3945615406164,27.5663796194959,26.9757440819634,29.3576236147388,30.5400082218758,28.991399705517,26.7350539449201,27.4033250600206,26.4779846232014,27.0479125305616,26.7841917065203,26.9487110333719,27.1731227781201,28.3869368914661,27.1527689868298,28.2161844901148,28.4240226633884,28.0299691769382,28.7273485021345,29.8715297093644,30.1443081190292,29.5243058957569,31.190958764928,29.3944388815886
"ACO2",29.7234314673349,29.6115939748608,30.3167838764177,29.5017088920015,31.3413307395068,31.5436076931857,29.479504171254,30.1409000805639,30.66627818955,30.6867899900265,31.4262741777208,28.4944596787908,29.6257697279921,32.2232573023394,30.1063694458175,30.6927873452536,28.1560044342115,32.2074602630823,31.7000010427772,31.2015718227026,31.3205007069183,31.175337601286,31.5342210446883,31.6396609425436,30.3193705109804,30.1752186112211,30.6637359949876,29.6715516484039,29.194696897559,29.5834454470006,30.8986506955819,30.1739090723723,28.9783651788979,29.0300218156334,28.6268664704815,28.7472080368507,29.0521952608555,29.0310741864153,29.5206578822338,29.7966367792256,28.8731737729983,29.7730700188971,29.6407385617999,30.041921371651,30.4721809775737,31.8465515858814,32.2242353032021,29.8133555286947,31.1101089373899,31.0482374252913
"ACOT13",28.625578147746,27.8493583283658,28.3096899879094,27.5666699440007,28.1497200671068,28.4904866778885,25.3124018947793,28.3041724845287,27.5565467488932,27.6585359860302,28.1824354250002,25.6330621795814,27.2679412301097,29.3406412288034,26.7013403085736,27.4879979847737,27.2516921673648,29.0248012456131,28.6712479337877,30.4343009423257,29.9061265610523,29.5397309671347,29.4600031444788,29.9540750963608,28.6798956168618,NA,28.6945484924364,27.986959474059,27.3096466253197,27.5978991056738,27.7737303128239,28.6190842285098,27.554279337528,27.7347310137401,27.1607719272109,27.2965786461072,27.3897700940621,27.6005244459538,27.8162885818846,28.2679858644988,28.5512750193701,27.9846799057837,28.3820375328524,28.5658714109867,29.3257311178473,29.9476804075447,30.1307501180881,27.8391803321763,27.6254039618067,29.3187673775934
"ACOT2.ACOT1",NA,NA,NA,NA,28.8911648674536,27.9621253613865,25.1892204104827,26.62784065325,27.1074923113879,NA,27.9683466131657,23.4674970939411,25.4443011323385,29.2692127693676,28.7340203105998,27.1102832104996,NA,28.7957237545252,28.681505019324,26.6286751438011,29.0565686749421,29.6405317213297,26.8068571675469,27.4080312684893,25.6612844698359,29.0518064466661,NA,NA,NA,28.0081704179427,27.6215665407436,NA,NA,23.979717548821,24.0601919177433,23.5243245797652,NA,NA,NA,NA,23.7901464182316,NA,25.1787365696989,NA,25.4426886701752,25.4501666517431,NA,NA,NA,26.2492163367828
"ACOT7",29.0343054253503,28.4110659242356,29.0750283168299,27.8027961816822,29.6014988628596,29.7593875939415,27.2502469430607,28.9485718026283,28.7637623784501,29.7810362247983,30.0891681436932,27.7182302691847,26.4258881675402,29.911993800868,28.723382640486,29.1118009857872,27.9322446741749,30.4971467061085,29.9539363823526,30.5951266735414,30.1213931282042,30.3558398539606,30.8552674526192,30.849164420749,29.230295609197,29.4185041236242,29.9247900366931,28.873056401994,27.7355704845035,27.5527413220076,28.7944538445776,29.3761900874658,27.9272226740461,28.3166544228719,27.9979268941995,27.9608557962924,28.3551047227137,28.4173576349253,28.7881808425025,28.8981893745425,28.250020995927,28.7463753124173,29.2311658338583,29.5518800498008,29.9312867654282,31.0813156888289,31.2809050939405,27.9324699720657,29.3160501526888,29.8835089057707
"ACOT8",NA,24.2975409969176,24.9734686062839,NA,NA,25.7655212304866,NA,NA,25.6930400191917,25.318000172299,25.4641037244569,NA,NA,26.147732382713,NA,25.1141416965793,23.9878919729717,26.6638377688256,26.363676134341,29.4719678749548,29.8219240570578,26.3090047065593,26.1587705358397,26.5957669386161,25.6643804414071,25.3483407677533,NA,24.756692725159,23.6310091526965,NA,NA,25.3872903189375,NA,23.7225490740662,23.9162490535764,23.4892237240496,22.9672100727896,24.1449158510576,NA,NA,NA,NA,NA,23.9418113248519,25.0718155218242,26.6895252106871,27.0952685564084,NA,NA,23.7961014144723
"ACOT9",27.5428147350754,27.2788798856895,27.653146297865,25.9345635590512,29.4587327620614,29.5407657797556,25.4286699298753,27.0958721524178,29.327638126964,29.3863819178367,29.6964069942758,25.3379011471459,25.7885044758099,29.5992301116674,27.3108602854425,28.4468347455669,25.9120737738269,29.8009002207489,29.6266750358298,28.3268884802645,28.0718359755744,28.9135353553651,28.3503909916152,28.5536570049413,26.2795176349259,27.9508812949756,26.4705101841851,27.3774111232135,27.365195736409,27.015739160902,28.6391347719565,27.512919816493,25.4621075619372,26.8623059068871,25.7700665872424,26.5998862892399,26.2697255294416,26.7301375728811,26.4710841318673,27.5770108514529,25.8229391470279,27.497698737151,26.8207987217171,27.5474556432402,27.6207978301512,29.4913280333068,29.9814171187747,27.5591754074538,29.2384732938533,27.9882604691491
"ACOX1",26.8541232407672,27.0177578824287,27.8107842064898,26.7512367528206,29.2067153338808,27.4403933381214,24.2248654747942,NA,26.652394235414,26.7175113887164,27.5443633638365,25.6276180408913,NA,27.3690293688352,25.336063015283,25.5869203979367,25.0972795618091,26.8537664177205,27.7998972829952,28.9056963125156,28.7834737381189,27.8375571986383,26.3187070503843,28.2932930718316,26.8115193377368,25.7439384352964,26.5597880725697,26.8667925633842,26.6093586705408,24.0897439952544,26.5849152620464,27.067226558693,24.9154742319521,25.8828066509705,25.5161102226152,25.416028982453,25.3707262463059,25.230959775451,24.4935667070373,25.1558790147674,24.196405217792,26.1500204055411,24.3009652547194,26.6913901906857,27.3510231888066,28.3874711088198,27.6647195081414,25.7841417724541,27.5703664692759,28.0911372110549
"ACP1",29.3190689758052,29.9111366694194,30.7349732189015,29.6493991914581,29.4760114518128,29.6496390239201,28.239452418819,28.1767884904043,28.1973711188197,29.2072740668389,29.0487700943085,26.0380844005904,27.2730206768053,30.1860067175914,28.8245059671589,27.7175113887164,29.0183682549476,30.3596146232826,30.352370950956,30.6415139495567,30.6409109062083,30.8980019207256,30.789860456607,30.8794246341844,30.2639408493805,30.0361673228885,30.4343009423257,29.3875943616604,29.2101109517688,27.6203783607624,28.5092617413419,29.9799192050577,28.9315967466865,28.9720226906738,28.8455051255188,28.7104998894673,29.2360339786108,28.1756945126079,29.3691958176431,29.7426060325958,29.3235209784356,29.1669845049267,29.1747425527971,29.6867899900265,30.1990575502054,30.8117642982673,31.3837583207905,28.2037784304487,29.3942548734912,30.2370603614349
"ACP2",25.7945406057067,NA,26.776054657082,25.9366541123008,27.874259002356,27.7611644685017,25.0518790332698,26.6052663162356,25.4784013083176,26.312851941828,27.013291659969,23.6974215221453,25.4410110624044,27.526341029743,26.8415816227455,26.5361588613835,23.5878361041185,27.7569090088692,27.4383323448553,26.8112743356065,26.70898828484,27.3322772623621,27.0138240787081,27.367447146634,25.5955393213647,24.5689469641965,26.5117743658247,24.8135267873378,25.2729850938029,24.823570938166,27.3060864503705,26.5511869938024,24.2278057010952,24.4818536184126,24.4034063317465,23.7869603409319,23.2585372809121,23.8576628989058,25.3644611836171,23.9167957360539,NA,25.3038938778478,25.9808508178924,25.8971912630924,24.9678520973126,27.2188192125788,27.1134662124326,NA,NA,24.1509694514824
"ACSF3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4646958039048,NA,NA,NA,NA,NA,NA,25.2898944953697,NA,24.4038613688235,24.5566636799227,25.2664228386558,23.8013412925756,25.0260157910241,23.7375832236231,23.6004819109538,NA,22.6391817038165,21.7625945314381,NA,NA,23.9100387975615,NA,NA,21.9094346117325,21.9125809276704,NA,NA,NA,22.011066153346,23.6785262117378,NA,22.6010716177766,22.3856391524591,23.9604028984431,25.7673158318814,NA,23.3160328841069,NA,NA
"ACSL3",28.7720632752553,29.6264661690531,30.4331072347149,28.9250165016557,31.7120263165544,31.8978577089061,29.3013403806441,30.4616822408292,30.5573687193119,30.920750161914,31.5568664597069,28.7931207857706,29.7093663345045,31.7103849317242,29.8675291659597,30.6248812777695,27.9513260735959,32.1703315493598,32.1767944336699,31.3131655935224,30.9450308291307,31.0531668381303,30.8846009465774,31.0305875603434,30.1478294064892,29.3083451412072,30.1252171265328,29.8801840165558,29.4038735553432,29.5576426054145,30.8238077885303,29.7363772075419,28.9724336095409,28.7782499198333,28.7904198937138,28.8305628845776,28.4346389799918,28.5675043016584,29.0110000177828,29.4660465491146,28.8394206411701,28.935367544173,29.3363695332753,29.2512181127073,30.1106068047198,31.4259741787509,32.1738792963068,29.2641870029777,30.2788577365536,30.803627768356
"ACSL4",29.3855182009634,27.6360947544627,29.1694238333958,28.2546233296658,28.8311671800714,29.1732419411629,26.0492428357061,26.9346085490734,27.6216364032187,28.072347225107,28.7305587078588,25.5725653912086,26.4862495049805,29.1756945126079,28.0083307322358,27.8198247503444,26.7938959698422,29.7158598751632,29.5299188854627,29.6524113320969,29.6508547036908,29.7879629715073,30.0057100320767,30.1064942518249,28.5435155111442,28.768786498109,28.6370972862513,28.3030838716456,28.1323200781597,27.2980656450987,28.113019026902,28.1783091678173,27.3968900829047,27.7504702452098,26.8807532911389,27.161829233994,26.5401117166547,26.8919180968742,26.7753012259355,28.1823407009241,27.1195144256477,28.1938513757448,28.040511137985,28.003245443076,29.1923470012176,29.3294143049549,29.7697955301548,24.3988480497842,28.580213762796,33.2755870092055
"ACTA2.ACTG2",NA,NA,NA,NA,27.6341568572586,28.0755129348371,25.3890643668955,26.4022193097745,24.6331176262672,34.5962936103738,25.9041004044086,NA,26.2650638635286,25.2981355837763,NA,27.6299954341313,NA,26.5028509806568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7783321772406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACTB",30.0399623412849,30.5062566965137,31.0091854410642,29.6273536440931,32.6957352230445,32.9714300765683,29.8584723548334,32.9410473152122,38.328934029758,31.0462869585126,32.1935459266011,37.2618377414512,37.6729960538235,32.0739309482876,29.9795104130717,31.875365388923,25.6518196690658,33.3496847105317,33.9050865740279,31.8814682152993,31.7691570840598,31.9108865767927,31.9911834256214,32.0027962737346,31.2721419647193,31.1220723195651,30.0612379706952,30.3980529461938,29.9795104130717,30.7905597191011,32.1594852935257,30.0993630213027,28.8005145579665,26.107093170414,28.5100167430813,28.8017174850482,29.2984808563073,29.4411258666159,29.7212978206999,30.404563956654,29.6244629941528,29.8204639932177,30.4073020002906,30.2764192532672,31.6298391470162,32.7898215987512,33.0896259391592,32.7314977200495,34.348300134603,31.7931595548681
"ACTC1.ACTA1",NA,NA,NA,NA,NA,NA,33.1465099306727,33.7828296037536,34.4713937942618,NA,34.8600869445821,NA,32.7858525895004,34.3839385241273,33.6379566618165,34.0021088409485,NA,34.9537629710848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8049357770691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACTG1",37.0395620453755,36.6628876003492,37.0788530056909,36.3855143439249,38.4768196537478,38.6777941966086,37.8064058707454,38.5843785386251,NA,38.5931727205761,38.7205608473807,28.6214966748853,28.7626857639406,38.5929987530807,37.9333066105441,37.8498611548128,36.225309620617,39.1249447322283,39.4347654130664,37.7856699274848,37.6591699964934,37.8538742173194,37.8754340521754,38.0115636895831,37.2505879150148,37.3646323344462,37.3385541146045,36.7355482932455,36.9264744031117,36.986935747111,37.6874732386275,37.1284780118653,36.3071680498067,36.1300136107765,36.0723384395356,35.908535373986,36.245992496604,36.3647138587613,36.4506979963471,36.9592370336875,36.5561355879991,36.44839199594,36.9200535582305,36.8308074659012,37.6173576409411,38.4252989528945,38.5119522835416,38.4564622227809,39.0949381614255,38.0841108995744
